StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Consent form,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q1,Q2,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q8,Q9,Q10_1,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q11,Q11_8_TEXT,Q12,Q13,Q13_6_TEXT,Q14,Q14_9_TEXT,Q15,Q16,Q16_3_TEXT,Q17,Q17_7_TEXT,Q18,Q19,Q19_3_TEXT,Q20,Q20_8_TEXT,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_7_TEXT,Q21_8,Q21_8_TEXT,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_6_TEXT,Q24_7,Q24_7_TEXT,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_8_TEXT,Q26_9,Q26_9_TEXT,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q27_1,Q27_2,Q27_1,Q27_2,Q30_1,Q30_2,Q31,Q32,Q33_1,Q34_1,Q35_1,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q36,Q37,Q38,Q49,Q39
2022-06-17 10:03:05,2022-06-17 10:27:41,IP Address,97.99.105.95,100,1475,True,2022-06-17 10:27:41,R_2Eo6QUafUeICoPS,,,,,32.9993,-96.8346,anonymous,EN,11.37,18.428,18.672,3,I agree,15.938,25.994,27.401,3,Alabama,Alabama,174.07,180.493,180.853,3,"Easily assign tasks and prioritize what's most important to your team. Set project timeline, milestones and dependencies, and manage your team’s entire workload all in one place.",6-10% of total capacity,120,10.568,31.455,31.682,6,6-10% savings per month,,No,,,4-6 years,,Yes,Shorter terms,,No cancellation fee,,Yes,Lower cancellation fees,,"Yes, terms will converge and become more customer friendly",,24.266,48.019,48.667,4,Slightly important,Very important,Very important,Moderately important,Very important,Moderately important,,,,,Moderately important,Very important,Very important,Very important,Very important,,,,,Probably yes,Might or might not,Probably yes,Might or might not,Probably yes,Probably yes,Probably yes,,,,,81.272,97.495,97.795,2,6-8%,3-5%,11-15%,5-10%,Within first year of operation,Within 1-3 years,Yes,"'- the churn rate tells you how many existing customers are leaving your business, so reducing the churn rate will have a huge positive impact on your revenue streamc",Moderately unlikely,40,2,39.34,45.149,45.407,5,Yes,Gradual decrease of registered amount,"Yes, it has a great impact on our project development and financing",Yes,
2022-06-17 10:02:58,2022-06-17 10:27:42,IP Address,172.251.13.187,100,1483,True,2022-06-17 10:27:42,R_3MAKt5SIPOwJ1yG,,,,,34.2876,-118.4329,anonymous,EN,9.359,18.631,18.892,3,I agree,13.503,30.693,32.246,3,Alabama,Alabama,165.786,178.022,178.308,5,"Easily assign tasks and prioritize what's most important to your team. Set project timeline, milestones and dependencies, and manage your team’s entire workload all in one place.",6-10% of total capacity,120,7.168,30.736,31.458,8,6-10% savings per month,,No,,,4-6 years,,Yes,Longer terms,,$1-$100,,Yes,Lower cancellation fees,,"Yes, terms will converge and become more customer friendly",,16.822,50.11,50.52,3,Moderately important,Moderately important,Very important,Moderately important,Very important,Very important,,,,,Moderately important,Moderately important,Very important,Moderately important,Very important,,,,,Might or might not,Probably yes,Might or might not,Probably yes,Probably yes,Might or might not,Probably yes,,,,,71.334,97.438,97.736,2,9-11%,6-8%,11-15%,5-10%,Within 1-3 years,Within 1-3 years,Yes,"'- the churn rate tells you how many existing customers are leaving your business, so reducing the churn rate will have a huge positive impact on your revenue stream",Neither likely nor unlikely,30,3,43.443,51.57,51.83,3,Yes,Gradual decrease of registered amount,"Yes, it has a great impact on our project development and financing",Yes,
2022-06-17 10:03:03,2022-06-17 10:27:44,IP Address,63.135.59.240,100,1480,True,2022-06-17 10:27:44,R_1jksHCNTHhATUuW,,,,,47.1416,-119.2894,anonymous,EN,10.394,18.513,18.76,3,I agree,14.832,29.022,30.486,4,Alabama,Alabama,170.679,179.67,179.96,4,"Easily assign tasks and prioritize what's most important to your team. Set project timeline, milestones and dependencies, and manage your team’s entire workload all in one place.",11-15% of total capacity,220,8.564,30.628,30.928,6,11-15% savings per month,,No,,,4-6 years,,Yes,Longer terms,,$1-$100,,Yes,Lower cancellation fees,,"Yes, terms will converge and become more customer friendly",,20.141,48.158,49.18,3,Slightly important,Very important,Moderately important,Very important,Moderately important,Very important,,,,,Moderately important,Very important,Very important,Very important,Very important,,,,,Might or might not,Might or might not,Probably yes,Probably yes,Probably yes,Probably yes,Might or might not,,,,,75.968,96.766,97.058,2,6-8%,6-8%,11-15%,5-10%,Within first year of operation,Within 1-3 years,Yes,"'- the churn rate tells you how many existing customers are leaving your business, so reducing the churn rate will have a huge positive impact on your revenue stream",Moderately likely,25,2,41.634,48.625,48.865,3,Yes," Gradual decrease of registered amount","Yes, it has a great impact on our project development and financing",Yes,
2022-06-17 10:02:50,2022-06-17 10:27:44,IP Address,73.140.86.10,100,1493,True,2022-06-17 10:27:44,R_2c7b1lSXZz6lgpj,,,,,47.6631,-122.3029,anonymous,EN,6.757,18.38,18.784,3,I agree,9.642,36.883,37.443,5,Alabama,Alabama,161.354,284.335,284.704,3,"Easily assign tasks and prioritize what's most important to your team. Set project timeline, milestones and dependencies, and manage your team’s entire workload all in one place.",6-10% of total capacity,140,4.245,30.7,30.975,6,6-10% savings per month,,No,,,7-10 years,,No,,,No cancellation fee,,Yes,Lower cancellation fees,,"Yes, terms will converge and become more customer friendly",,9.128,50.296,51.04,2,Slightly important,Very important,Moderately important,Very important,Moderately important,Moderately important,,,,,Very important,Moderately important,Very important,Very important,Very important,,,,,Might or might not,Probably yes,Probably yes,Might or might not,Probably yes,Might or might not,Probably yes,,,,,64.041,97.321,97.634,2,6-8%,9-11%,11-15%,5-10%,Within 1-3 years,Within 1-3 years,Yes,"'- the churn rate tells you how many existing customers are leaving your business, so reducing the churn rate will have a huge positive impact on your revenue stream",Slightly likely,30,2,7.639,48.376,48.5,6,Yes,Gradual decrease of registered amount,"Yes, it has a great impact on our project development and financing",Yes,
2022-06-17 10:02:55,2022-06-17 10:27:44,IP Address,108.196.133.253,100,1488,True,2022-06-17 10:27:45,R_2Ppx31fUingPv99,,,,,40.0514,-122.0956,anonymous,EN,8.118,18.516,18.795,3,I agree,12.032,31.991,34.814,3,Alabama,Alabama,164.21,285.135,285.77,3,"Easily assign tasks and prioritize what's most important to your team. Set project timeline, milestones and dependencies, and manage your team’s entire workload all in one place.",0-5% of total capacity,120,5.524,30.828,31.069,6,11-15% savings per month,,No,,,4-6 years,,Yes,Longer terms,,$1-$100,,Yes,Lower cancellation fees,,"Yes, terms will converge and become more customer friendly",,13.329,50.225,50.963,2,Slightly important,Very important,Very important,Moderately important,Very important,Moderately important,,,,,Moderately important,Moderately important,Very important,Moderately important,Moderately important,,,,,Might or might not,Might or might not,Probably yes,Probably yes,Probably yes,Might or might not,Might or might not,,,,,68.263,97.423,97.802,2,6-8%,3-5%,11-15%,11-15%,Within first year of operation,Within 1-3 years,Yes,"'- the churn rate tells you how many existing customers are leaving your business, so reducing the churn rate will have a huge positive impact on your revenue stream",Neither likely nor unlikely,25,2,4.994,44.772,45.002,4,Yes,Gradual decrease of registered amount,"Yes, it has a great impact on our project development and financing",Yes,
2022-06-17 10:23:48,2022-06-17 12:16:08,IP Address,107.214.228.24,100,6739,True,2022-06-17 12:16:09,R_1CHYjku1SGwndMx,,,,,34.7446,-86.6714,anonymous,EN,87.526,88.361,89.192,2,I agree,5.153,7.951,9.561,2,California,California,26.35,685.435,686.156,7,Communication and interpersonal skills,16-20% of total capacity,100,55.984,62.082,67.015,4,16-20% savings per month,,Yes,Higher savings,,7-10 years,,Yes,Longer terms,,$251-$500,,Yes,Lower cancellation fees,,"Yes, terms will converge and become less customer friendly",,19.654,1424.954,1426.325,15,Moderately important,Slightly important,Moderately important,Slightly important,Very important,Moderately important,Slightly important,,Slightly important,,Moderately important,Slightly important,Moderately important,Slightly important,Moderately important,Moderately important,,Slightly important,,Probably not,Might or might not,Might or might not,Probably not,Probably yes,Might or might not,Probably not,Might or might not,,Probably not,,2.017,4.862,6.851,5,6-8%,6-8%,5-10%,11-15%,Within 1-3 years,Within first year of operation,Yes,NO,Slightly unlikely,45,5,1.838,3.417,4.775,2,Yes,Communication and interpersonal skills,,Yes,
2022-06-17 10:23:31,2022-06-17 13:06:23,IP Address,74.214.12.253,100,9771,True,2022-06-17 13:06:24,R_0qcSoXVASkJmp8d,,,,,32.5908,-86.216,anonymous,EN,1.017,1.017,1.708,1,I agree,6.39,20.359,22.11,4,California,California,1232.291,1237.505,1238.364,2,The ability to negotiate and resolve conflicts,More than 20% of total capacity,100,195.946,410.381,412.468,4,21-50% savings per month,,Yes,Higher savings,,7-10 years,,Yes,Longer terms,,$101-$250,,Yes,Lower cancellation fees,,"Yes, terms will diverge and become more differentiated based on project size, geography, market, etc.",,13.321,17.444,18.74,9,Moderately important,Slightly important,Moderately important,Slightly important,Moderately important,Slightly important,Moderately important,,Slightly important,,Moderately important,Slightly important,Very important,Moderately important,Slightly important,Moderately important,,Very important,,Probably yes,Probably not,Might or might not,Probably yes,Might or might not,Probably not,Might or might not,Probably yes,,Probably not,,1.494,3.076,3.986,4,6-8%,9-11%,11-15%,5-10%,Within 3-5 years,Within 1-3 years,Yes,,Slightly unlikely,50,3,1.418,4.223,5.117,4,Unsure,,The ability to negotiate and resolve conflicts,Yes,
2022-06-17 10:25:08,2022-06-17 13:28:07,IP Address,12.86.233.134,100,10979,True,2022-06-17 13:28:08,R_1PRzw1fKRUzz1VT,,,,,32.6108,-87.8441,anonymous,EN,8.135,8.917,9.68,2,I agree,1221.399,1223.029,1225.415,2,California,California,12.824,12.824,14.791,1,The ability to negotiate and resolve conflicts,16-20% of total capacity,100,202.821,204.387,205.128,3,16-20% savings per month,,Yes,Higher savings,,4-6 years,,Yes,Shorter terms,,$101-$250,,Yes,Higher cancellation fees,,"Yes, terms will converge and become less customer friendly",,1.639,1.639,7.999,1,Very important,Slightly important,Slightly important,Slightly important,Slightly important,Moderately important,,,,,Moderately important,Slightly important,Moderately important,Slightly important,Moderately important,Slightly important,,,,Might or might not,Probably not,Might or might not,Probably not,Might or might not,Probably not,Might or might not,,,,,10.425,16.027,16.636,7,6-8%,9-11%,11-15%,16-20%,Within 1-3 years,Within first year of operation,Yes,,Slightly unlikely,60,3,680.029,682.824,684.07,3,Yes,Communication and interpersonal skills,no,Yes,
2022-06-17 22:48:32,2022-06-17 23:15:14,IP Address,207.191.155.180,100,1601,True,2022-06-17 23:15:15,R_3m9y2I8rIEUSIVL,,,,,44.9015,-93.3719,anonymous,EN,1.03,1.03,1.956,1,I agree,6.488,20.839,23.282,5,"Idaho,Kentucky,Minnesota,New Hampshire","Alabama,Indiana,Missouri",0,0,2.181,0,,16-20% of total capacity,,2.608,3.824,5.077,2,21-50% savings per month,,No,,,11-15 years,,No,,,No cancellation fee,,Unsure,,,"Yes, terms will diverge and become more differentiated based on project size, geography, market, etc.",,2.074,9.235,10.179,6,Extremely important,Moderately important,Moderately important,Very important,Very important,Extremely important,,,,,Slightly important,Slightly important,Very important,Very important,Extremely important,,,,,Probably not,Probably yes,Might or might not,Might or might not,Probably yes,Probably yes,Definitely yes,,,,,2.668,13.088,13.885,7,3-5%,6-8%,11-15%,5-10%,Within first year of operation,Within first year of operation,Unsure,,Slightly unlikely,,,2.956,2.956,3.781,1,Unsure,,,Yes,
2022-06-18 08:39:12,2022-06-18 08:59:57,IP Address,73.60.63.111,100,1245,True,2022-06-18 08:59:58,R_3rGOfLTfm170U1s,,,,,42.6351,-71.3014,anonymous,EN,128.98,128.98,129.547,1,I agree,1.274,338.36,338.677,7,"Maine,Massachusetts,Montana,North Dakota","Alaska,Florida,Iowa,Pennsylvania",0,0,1.154,0,,16-20% of total capacity,,1.287,2.175,3.072,2,21-50% savings per month,,No,,,7-10 years,,No,,,$101-$250,,No,,,"Yes, terms will diverge and become more differentiated based on project size, geography, market, etc.",,2.177,6.214,7.158,7,Moderately important,Very important,Moderately important,Slightly important,Extremely important,Very important,,,,,Moderately important,Very important,Moderately important,Extremely important,Extremely important,,,,,Probably yes,Definitely yes,Definitely yes,Might or might not,Probably yes,Definitely yes,Probably yes,,,,,1.786,3.713,4.609,4,6-8%,9-11%,11-15%,5-10%,Within 1-3 years,Within 3-5 years,Unsure,,Slightly unlikely,,,2.138,3.594,4.193,2,Unsure,,,Yes,
2022-06-18 19:10:11,2022-06-18 19:17:16,IP Address,67.188.146.4,100,425,True,2022-06-18 19:17:17,R_2ClYDQZBNEDHiLg,,,,,37.747,-122.4389,anonymous,EN,1.27,2.429,2.736,2,I agree,1.9,1.9,4.365,1,California,"Oregon,Washington",0,0,1.873,0,,11-15% of total capacity,3000,1.874,6.08,6.719,3,11-15% savings per month,,Unsure,,,No minimum length,,No,,,$101-$250,,No,,,"Yes, terms will converge and become more customer friendly",,4.992,7.467,8.57,6,Very important,Extremely important,Moderately important,Slightly important,Very important,Moderately important,,,,,Moderately important,Extremely important,Very important,Slightly important,Extremely important,,,,,Probably yes,Definitely yes,Probably yes,Might or might not,Probably yes,Definitely yes,Probably yes,,,,,45.464,50.163,51.172,6,3-5%,6-8%,0-4%,5-10%,Within 1-3 years,Within 3-5 years,No,,Slightly likely,50,10,25.621,25.621,27.444,1,No,,,Yes,
2022-06-18 21:00:32,2022-06-18 21:07:51,IP Address,173.239.198.31,100,438,True,2022-06-18 21:07:51,R_2X08FOlrcBT8Mrf,,,,,37.7809,-122.4245,anonymous,EN,18.159,24.613,24.895,2,I agree,7.243,7.243,10.179,1,California,"Illinois,Maryland",0,0,94.488,0,,6-10% of total capacity,2500,1.627,3.089,4.014,2,6-10% savings per month,,No,,,No minimum length,,No,,,$1-$100,,No,,,"Yes, terms will converge and become more customer friendly",,36.766,39.664,40.857,6,Moderately important,Extremely important,Very important,Moderately important,Slightly important,Extremely important,,,,,Very important,Extremely important,Moderately important,Slightly important,Very important,,,,,Probably yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,,,,,14.879,17.01,17.818,6,6-8%,6-8%,5-10%,5-10%,Within 3-5 years,Within 3-5 years,No,,Moderately likely,40,4,4.338,4.338,29.575,1,No,,,Yes,
2022-06-18 23:45:34,2022-06-19 00:01:44,IP Address,99.103.135.164,100,970,True,2022-06-19 00:01:45,R_3Jszz4G2hdWIhNJ,,,,,37.6811,-122.4806,anonymous,EN,0.951,1.803,2.141,2,I agree,0.701,406.443,406.875,11,"Arkansas,California,Florida,Minnesota,Washington,Wisconsin","Georgia,Indiana,Maine,New York",0,0,1.109,0,,11-15% of total capacity,,0.901,2.381,3.462,2,11-15% savings per month,,No,,,4-6 years,,No,,,$101-$250,,No,,,"Yes, terms will converge and become less customer friendly",,1.573,4.109,5.438,7,Extremely important,Moderately important,Very important,Extremely important,Extremely important,Very important,,,,,Moderately important,Very important,Extremely important,Extremely important,Very important,,,,,Probably yes,Probably yes,Definitely yes,Might or might not,Probably yes,Probably yes,Definitely yes,,,,,1.993,3.657,4.248,4,3-5%,6-8%,11-15%,11-15%,Within 1-3 years,Within 1-3 years,No,,Slightly likely,,,2.706,2.706,3.354,1,Unsure,,,Yes,
2022-06-19 08:56:04,2022-06-19 09:24:09,IP Address,68.235.44.37,100,1685,True,2022-06-19 09:24:10,R_1PUJFOoPLKZ2mDc,,,,,41.871,-87.6289,anonymous,EN,0.974,0.974,1.674,1,I agree,320.89,339.372,340.282,10,"California,District of Columbia,Illinois,Kansas,New Hampshire,Pennsylvania,Wyoming","Florida,Maryland,Mississippi",0,0,8.034,0,,16-20% of total capacity,,1.564,4.523,5.325,3,16-20% savings per month,,Unsure,,,7-10 years,,No,,,$101-$250,,No,,,"Yes, terms will converge and become more customer friendly",,2.732,6.236,7.183,7,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,,,,,Extremely important,Very important,Very important,Extremely important,Extremely important,,,,,Definitely yes,Definitely yes,Definitely yes,Might or might not,Might or might not,Definitely yes,Probably yes,,,,,2.011,5.672,6.385,7,6-8%,6-8%,11-15%,11-15%,Within 1-3 years,Within first year of operation,No,,Neither likely nor unlikely,,,2.968,2.968,3.826,1,No,,,Yes,
2022-06-19 20:19:51,2022-06-19 20:29:01,IP Address,73.92.181.132,100,550,True,2022-06-19 20:29:01,R_1kSkYw795u2E0a4,,,,,37.78,-122.465,anonymous,EN,1.278,2.191,2.496,2,I agree,2.451,4.273,10.581,2,"California,Colorado","Arizona,Massachusetts",0,0,4.048,0,,6-10% of total capacity,1000,7.053,12.243,12.981,3,11-15% savings per month,,Unsure,,,20 or more years,,Unsure,,,No cancellation fee,,Unsure,,,"Yes, terms will diverge and become more differentiated based on project size, geography, market, etc.",,18.3,20.571,21.628,6,Slightly important,Very important,Moderately important,Very important,Extremely important,Very important,,,,,Extremely important,Very important,Moderately important,Slightly important,Moderately important,,,,,Probably yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably yes,,,,,63.507,64.449,65.372,4,3-5%,3-5%,5-10%,5-10%,Within 3-5 years,Within 3-5 years,No,,Moderately likely,60,5,52.233,52.233,67.45,1,No,,,Yes,
